features,label
"[-30.527035 -24.970318 -24.55635  -19.997915 -19.02702  -22.857327
 -29.126986 -32.89695  -31.121561 -28.898424 -29.4196   -35.001896
 -41.35525  -38.602818 -34.69703  -32.61113  -37.379887 -40.31505
 -42.74721  -39.05509  -37.17055  -38.84572  -40.308304 -40.010994
 -32.90201  -31.898947 -32.549595 -38.452675 -40.706688 -37.430283
 -35.09577  -33.494293 -35.732285 -35.45864  -33.081635 -31.36423
 -31.288704 -33.376198 -32.736656 -31.531202 -30.649176 -31.452803
 -31.780546 -31.70515  -32.551502 -34.369316 -36.132984 -36.39538
 -38.257065 -39.28192  -40.553078 -41.95597  -42.40847  -40.822815
 -40.670143 -40.6829   -41.00191  -42.60486  -44.006382 -44.326702
 -44.744534 -44.68626  -46.796535 -47.382477 -47.49129  -48.586613
 -49.049694 -49.60949  -49.800205 -50.904762 -51.85123  -51.733574
 -51.318962 -51.73301  -52.06101  -51.637516 -52.0889   -53.34617
 -54.018864 -54.53754  -55.16881  -55.657207 -56.78947  -57.86434
 -58.833584 -58.72879  -57.906807 -57.373447 -57.898235 -58.75695
 -59.674366 -60.331013 -60.902348 -61.22     -61.057682 -61.0709
 -60.807228 -60.921726 -61.13113  -61.51531  -62.329666 -62.715054
 -63.44452  -64.16189  -64.698746 -64.892426 -65.11185  -65.227806
 -65.93171  -66.22991  -66.44428  -67.09418  -68.045906 -68.590096
 -68.4912   -68.69677  -69.30947  -69.64532  -70.867966 -73.19511
 -73.63156  -74.22573  -76.14883  -79.0855   -79.55221  -79.610664
 -79.7136   -79.88881 ]",104 - Cow
"[-71.91341  -71.004974 -70.075485 -69.836235 -70.384285 -70.38525
 -68.946434 -68.69438  -69.724945 -71.532715 -70.63993  -70.427826
 -71.20464  -70.931816 -71.006195 -71.32907  -71.3513   -70.558105
 -70.201164 -70.343346 -70.76183  -70.589905 -70.48004  -70.8693
 -71.19618  -71.51975  -71.35948  -71.42809  -71.37403  -71.547714
 -71.69851  -71.503265 -71.26412  -70.970436 -70.648705 -70.11967
 -69.976944 -70.45523  -70.907814 -71.35227  -71.719955 -71.747086
 -71.821655 -72.32425  -71.8475   -71.50243  -71.61211  -72.17796
 -73.13677  -73.667404 -73.98334  -73.81508  -73.64086  -73.8395
 -74.27688  -74.43852  -74.61008  -74.50107  -74.225685 -74.039314
 -74.24133  -74.32559  -74.41387  -74.60054  -74.27379  -74.18753
 -73.93954  -73.6868   -73.64509  -73.60261  -73.89182  -74.0977
 -74.66791  -75.101875 -75.61297  -75.95716  -76.156456 -75.776436
 -76.1641   -76.2482   -75.05006  -74.43187  -74.8786   -75.75608
 -76.2296   -75.8184   -75.658035 -75.36051  -75.7367   -75.94544
 -76.16401  -76.061005 -76.30826  -76.51275  -77.06493  -77.02882
 -77.06186  -77.054596 -77.21592  -77.208466 -77.27615  -77.39649
 -77.41152  -78.8095   -79.23951  -79.32722  -79.43286  -79.52899
 -79.612    -79.648094 -79.66804  -79.61946  -79.62686  -79.668304
 -79.67904  -79.707634 -79.756065 -79.80439  -79.80191  -79.83836
 -79.85508  -79.87578  -79.92781  -79.91517  -79.879875 -79.902794
 -79.898506 -79.932724]",103 - Pig
"[-79.116264 -79.235695 -78.672615 -78.81452  -79.348495 -77.72351
 -73.7046   -73.06603  -75.09944  -78.689606 -78.28968  -77.623535
 -76.06437  -71.59422  -67.46083  -64.38436  -64.361465 -63.659046
 -66.263794 -67.937645 -64.321846 -61.4879   -61.331932 -64.573006
 -66.62672  -67.603355 -67.29319  -67.95501  -67.91962  -65.28264
 -61.072304 -58.96309  -59.58206  -57.800667 -54.54184  -53.616535
 -54.664635 -57.670895 -57.69034  -58.89483  -60.690277 -59.80669
 -58.36939  -56.702072 -53.018112 -52.25934  -54.097    -53.09404
 -53.668243 -57.670155 -59.474674 -60.22956  -57.553226 -56.59163
 -60.193535 -61.779076 -61.794117 -62.568207 -66.75347  -68.731415
 -70.89412  -70.64606  -67.97956  -65.50187  -63.73965  -64.40614
 -65.68259  -66.17487  -69.88695  -73.70314  -76.624176 -78.27769
 -76.746635 -76.77266  -77.10767  -77.60224  -77.80415  -75.79977
 -74.47013  -74.85295  -71.457985 -68.647224 -69.612885 -72.84906
 -71.779854 -74.42353  -73.90601  -73.77501  -75.497025 -77.23629
 -77.79581  -76.30354  -74.54856  -74.10976  -72.64115  -73.270836
 -77.372604 -77.79374  -79.83325  -78.63865  -76.680954 -76.134155
 -78.67666  -79.888054 -79.97832  -79.86967  -79.41757  -79.450134
 -79.26393  -77.523476 -72.24207  -73.03881  -74.81902  -75.16235
 -75.98771  -79.49214  -79.98673  -79.99755  -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-61.824417 -62.72059  -63.738003 -57.77317  -50.368465 -48.72399
 -51.205578 -56.15576  -57.838333 -58.313183 -49.602123 -48.718555
 -52.934334 -60.72713  -61.101803 -53.94827  -50.41486  -49.80906
 -54.911617 -62.215218 -61.58083  -57.080666 -52.41095  -52.925354
 -55.532635 -58.265137 -55.423527 -52.892826 -49.030994 -49.245754
 -52.940216 -56.13801  -55.452892 -52.224693 -49.54056  -51.03704
 -54.978172 -58.691174 -56.73606  -54.996693 -57.587723 -59.639374
 -58.23764  -58.501335 -62.20279  -63.490078 -60.88836  -59.132893
 -61.244957 -60.76252  -57.09222  -57.501728 -59.902943 -59.33361
 -60.479675 -61.64054  -58.718605 -58.878033 -60.60462  -61.054794
 -64.500114 -66.66156  -68.24313  -66.0363   -66.20868  -66.324585
 -66.23948  -66.60278  -67.147224 -68.256645 -68.46585  -67.25469
 -68.46258  -69.31862  -69.09663  -67.62853  -68.06927  -69.79706
 -68.92389  -69.17367  -70.456055 -71.98821  -70.72165  -69.8322
 -69.928215 -70.779495 -71.65084  -73.221085 -70.99334  -71.28341
 -72.37362  -72.62187  -74.01635  -73.0632   -71.68847  -72.230515
 -72.49306  -71.75166  -69.67597  -71.95969  -73.373795 -71.20474
 -70.98663  -71.816376 -71.0362   -71.5958   -74.56239  -75.1091
 -74.79122  -76.60488  -75.812645 -76.33194  -77.316315 -76.78377
 -77.9069   -78.45242  -78.477196 -78.61313  -78.74609  -78.84392
 -78.88959  -78.97563  -79.03751  -79.10883  -79.126465 -79.13278
 -79.60968  -79.845955]",104 - Cow
"[-79.97633  -79.919044 -77.19231  -68.40306  -62.47413  -61.707592
 -62.149208 -63.245403 -63.682606 -63.34171  -61.00508  -60.47805
 -59.86886  -60.457973 -62.503563 -61.029446 -59.81211  -56.03836
 -54.59913  -52.58239  -52.815056 -54.899307 -54.225655 -53.955673
 -53.697643 -57.9452   -60.041935 -61.516388 -61.620514 -61.004364
 -61.48027  -60.819958 -61.43988  -60.472664 -59.97516  -59.416832
 -57.590237 -58.24801  -58.532146 -59.04982  -58.914738 -57.888767
 -56.98218  -55.440872 -53.706528 -53.942368 -55.484932 -56.27312
 -57.89596  -57.01917  -57.322716 -58.33387  -59.068554 -60.308502
 -61.758617 -62.240883 -62.683285 -63.618103 -63.29883  -64.80521
 -65.96209  -67.38063  -67.85555  -67.30176  -65.00671  -62.673447
 -64.53417  -67.97419  -70.23278  -71.12166  -71.54476  -71.658676
 -72.20288  -73.44227  -75.09776  -75.262405 -74.07672  -74.56693
 -73.91856  -73.21177  -72.51092  -72.15163  -71.404434 -71.14816
 -72.582275 -75.550735 -75.820885 -71.39747  -70.65335  -72.935326
 -72.69916  -71.8127   -73.108025 -72.75226  -72.74248  -72.143936
 -73.33363  -74.58675  -72.47305  -73.01708  -73.169716 -73.76412
 -74.29088  -75.02636  -74.584015 -75.312614 -75.71833  -74.810684
 -74.04628  -75.729706 -75.67923  -74.5159   -73.7621   -73.31891
 -71.87328  -71.29006  -71.45155  -77.60764  -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-43.037712 -38.707077 -35.94321  -32.708626 -30.15687  -30.09594
 -28.90566  -28.570276 -25.821999 -25.55896  -24.167894 -24.011759
 -24.159172 -25.377323 -27.817276 -28.927382 -31.97508  -32.06262
 -33.13073  -32.25089  -32.0457   -32.57589  -32.549366 -34.600624
 -34.024    -35.753902 -35.14921  -35.615444 -35.925465 -35.950058
 -36.951336 -36.95839  -38.2408   -37.80138  -37.85378  -38.125298
 -37.5801   -37.92676  -37.453163 -37.091526 -37.1668   -37.58795
 -38.48808  -39.678883 -39.871067 -40.067177 -40.81699  -41.637657
 -42.704033 -43.082314 -43.539978 -43.43497  -42.655952 -42.352222
 -42.417145 -42.503544 -42.34896  -43.097195 -43.76274  -43.89027
 -44.23255  -44.18791  -43.71844  -43.661617 -44.43488  -45.72328
 -46.18538  -46.966515 -46.60785  -44.529682 -43.773903 -44.258095
 -45.250237 -45.906654 -46.520447 -46.409714 -47.518307 -48.062428
 -48.048702 -48.14504  -49.067795 -49.17713  -49.175518 -49.462616
 -50.09828  -50.685253 -51.260624 -51.76745  -52.35817  -52.15572
 -52.84918  -54.48569  -55.652756 -56.393524 -55.993763 -56.366035
 -56.882587 -57.62701  -59.42667  -60.351074 -61.014523 -62.16112
 -63.306202 -64.76993  -65.56581  -65.66969  -65.91692  -66.67257
 -67.05457  -67.31961  -67.98716  -69.10218  -69.3007   -69.368484
 -69.88165  -70.64936  -70.99956  -69.40189  -70.96734  -72.25594
 -72.63981  -72.84675  -73.04812  -77.41093  -78.99695  -79.748695
 -79.95576  -79.963554]",103 - Pig
"[-27.188318 -23.898546 -23.356653 -20.527727 -18.561832 -20.040113
 -22.0334   -25.423544 -24.489992 -22.645615 -22.022007 -24.510801
 -27.185072 -26.996304 -26.680948 -25.66891  -26.867336 -24.26376
 -24.469492 -24.55098  -24.848438 -25.230669 -25.058094 -27.513008
 -29.719679 -34.779106 -36.21375  -38.55605  -39.919098 -40.906967
 -41.844093 -40.8885   -41.266205 -40.679646 -39.60733  -37.812466
 -36.594448 -37.379105 -38.451767 -40.053    -41.633774 -41.91079
 -41.54455  -41.452007 -41.73942  -41.130375 -41.38815  -41.198334
 -41.647804 -42.374302 -42.9749   -43.500217 -44.38708  -46.066372
 -47.757248 -49.022655 -49.701298 -50.605923 -50.99763  -50.204693
 -48.58304  -48.525955 -48.751484 -49.911327 -50.16079  -48.42608
 -45.99731  -46.686977 -48.51918  -47.930706 -47.90153  -50.398026
 -52.776997 -53.195576 -53.3566   -53.586735 -54.220123 -54.925285
 -54.362125 -54.231667 -54.435394 -55.399033 -57.086136 -60.767994
 -62.352287 -62.56761  -62.636517 -62.29236  -63.612957 -65.45495
 -66.419846 -66.87919  -66.903625 -67.40866  -67.4776   -67.90045
 -68.07643  -68.73455  -69.77079  -69.69576  -70.717384 -71.49234
 -71.40044  -71.656136 -71.81475  -72.52099  -73.109634 -73.23231
 -73.20869  -73.16827  -74.20849  -74.60712  -75.256096 -76.25582
 -76.811775 -77.13443  -77.76225  -78.17453  -78.32599  -78.66283
 -78.93431  -79.12993  -79.275154 -79.547325 -79.59301  -79.670166
 -79.85386  -79.92631 ]",103 - Pig
"[-49.103207 -51.73126  -52.910065 -51.625263 -52.750526 -54.16108
 -52.053646 -52.025047 -50.802185 -51.528843 -49.244633 -47.804016
 -46.238453 -45.05624  -44.394405 -42.59813  -44.521816 -45.211327
 -47.59162  -47.997715 -48.0268   -48.960648 -49.05797  -49.800304
 -47.50813  -47.87287  -46.294437 -46.194416 -46.00794  -46.136692
 -47.58063  -47.88185  -49.752335 -50.999153 -53.610397 -54.21555
 -55.267376 -56.50263  -56.722683 -57.18982  -57.781303 -57.63185
 -57.001106 -56.709515 -58.027554 -60.141994 -63.34425  -66.12509
 -68.7373   -70.249115 -70.39941  -69.074936 -68.20487  -67.0806
 -67.84597  -69.74629  -71.33282  -71.855095 -72.58337  -72.755875
 -72.91602  -72.73266  -73.49102  -75.68619  -76.92558  -76.70936
 -76.35421  -77.04846  -76.89487  -75.282234 -74.791985 -75.98952
 -77.13551  -77.508354 -77.528824 -77.19168  -77.96905  -78.503136
 -78.762184 -78.58286  -78.3967   -77.72252  -77.372604 -77.34181
 -78.24076  -77.52689  -76.50693  -76.20496  -76.55882  -76.98941
 -77.810814 -78.0791   -78.339806 -78.6802   -78.869446 -79.08689
 -78.87462  -78.8028   -78.94304  -79.30306  -79.67389  -79.81293
 -79.90651  -79.94614  -79.97265  -79.983955 -79.98945  -79.90063
 -79.808914 -79.814316 -79.930565 -79.998856 -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",101 - Dog
"[-17.612934 -17.47146  -19.177568 -19.295633 -20.057842 -22.758375
 -22.409307 -23.513004 -22.768602 -23.57093  -23.516026 -24.12725
 -24.951775 -24.717064 -25.694014 -24.133461 -24.062075 -23.18762
 -24.471636 -25.068613 -26.844873 -28.288355 -27.77235  -28.53091
 -27.5228   -28.660267 -28.99536  -30.282036 -31.027117 -31.947075
 -32.34725  -31.609995 -31.873087 -31.135763 -31.674427 -31.57122
 -31.800123 -33.66029  -34.99552  -35.673115 -35.94639  -35.51567
 -35.457073 -34.489258 -35.071644 -35.462704 -36.237198 -35.87152
 -35.330868 -35.346287 -36.174744 -37.000206 -36.730835 -36.385803
 -36.984962 -37.30248  -37.696976 -36.841007 -36.531784 -36.26752
 -36.541496 -37.144417 -36.838768 -36.00618  -35.59241  -35.58934
 -34.21115  -34.3826   -35.542793 -35.854534 -35.6239   -35.67097
 -35.99804  -36.45771  -37.561134 -39.132385 -40.04422  -40.707836
 -42.278492 -42.30329  -41.963596 -41.60182  -41.301544 -41.568474
 -40.909534 -40.950947 -40.915054 -41.35817  -42.331017 -42.85581
 -42.65041  -42.730003 -43.150753 -43.667988 -43.7479   -44.17462
 -44.763794 -44.508484 -45.299904 -46.39716  -47.195328 -47.29247
 -47.882694 -48.14361  -48.558468 -49.01974  -49.784    -50.79147
 -51.684013 -52.486633 -53.39496  -54.91399  -56.676235 -58.160175
 -59.324734 -59.74457  -60.16121  -61.31507  -64.16279  -70.89373
 -73.551834 -75.12938  -75.50765  -75.74487  -76.443535 -76.724266
 -77.676704 -78.60323 ]",103 - Pig
"[-44.495857 -32.720024 -28.676512 -25.50252  -21.348064 -19.290945
 -19.025177 -21.311508 -21.59721  -22.531693 -21.826775 -22.448975
 -23.705532 -25.050972 -26.354794 -25.861351 -27.257895 -26.422194
 -27.265825 -27.40064  -27.572908 -27.19389  -26.707018 -28.459068
 -27.721006 -29.79905  -29.464108 -30.02517  -29.797764 -29.483301
 -29.50972  -28.905457 -29.472425 -28.458782 -28.718056 -29.046114
 -29.424828 -29.662952 -28.368746 -27.630678 -28.249546 -29.719597
 -31.664843 -33.812317 -35.390022 -36.180565 -36.773754 -36.379505
 -36.832275 -36.300583 -35.802757 -36.12775  -36.744534 -37.409225
 -38.45258  -39.497635 -39.56988  -39.332703 -39.688225 -40.886288
 -40.475086 -39.63802  -39.72611  -39.7607   -40.098904 -39.612404
 -38.953857 -37.915077 -37.457245 -37.731934 -38.43065  -39.105213
 -39.587376 -40.927853 -43.191135 -43.803356 -44.52286  -44.969433
 -45.642483 -46.10504  -46.78245  -48.038345 -49.230713 -49.662086
 -50.774925 -51.31687  -51.646854 -52.215614 -52.996548 -53.694756
 -53.992985 -54.87044  -55.13033  -55.572063 -56.705326 -57.344555
 -57.774406 -58.200977 -59.30609  -60.0752   -60.234245 -61.10477
 -61.502865 -61.846447 -62.461636 -63.276363 -64.16219  -64.27507
 -62.325417 -56.87461  -59.39044  -62.929768 -62.382153 -66.29101
 -67.35643  -71.19811  -72.366745 -72.91829  -74.59418  -76.19743
 -75.05689  -76.27487  -78.07794  -78.98256  -78.936455 -79.003456
 -79.03437  -79.192314]",103 - Pig
"[-48.84442  -46.44984  -38.547897 -36.680283 -42.229    -51.772694
 -43.41327  -40.887337 -41.301937 -46.641304 -40.17698  -35.72305
 -37.76263  -42.2051   -47.245613 -44.96086  -48.50396  -50.818893
 -52.231483 -49.68683  -48.218987 -49.006035 -47.631084 -48.686203
 -45.078735 -48.32348  -47.787495 -50.75175  -51.167496 -51.303997
 -51.83539  -51.412476 -52.82931  -51.284557 -52.080166 -52.791325
 -52.23886  -50.578903 -51.1012   -52.449314 -50.065613 -48.26287
 -47.94127  -47.563927 -49.13359  -52.57528  -54.482365 -53.454365
 -51.259098 -49.203815 -49.222816 -50.146996 -54.229763 -54.945194
 -54.709206 -53.525352 -52.798107 -51.169003 -51.57137  -51.787968
 -52.30872  -52.928345 -54.733097 -56.606285 -57.263046 -56.040684
 -56.186996 -58.82527  -59.31646  -58.129093 -57.348335 -57.312157
 -57.941288 -57.890553 -58.65287  -61.769123 -61.79958  -62.823807
 -63.672348 -63.677616 -63.38459  -64.54774  -65.82223  -66.07053
 -64.74619  -63.84838  -63.86068  -65.1627   -65.39733  -65.5555
 -65.43763  -64.49916  -64.56737  -66.37153  -67.648026 -67.05666
 -68.19241  -69.39668  -70.85627  -71.99587  -73.18431  -73.6346
 -73.58541  -73.789055 -73.9953   -73.56186  -73.29647  -72.938354
 -73.63123  -74.025406 -73.72154  -72.016914 -71.57945  -73.432915
 -74.80854  -76.28357  -77.17135  -77.737495 -78.57422  -79.296265
 -79.29959  -79.55835  -79.717735 -79.7084   -79.77779  -79.89309
 -79.957405 -80.      ]",104 - Cow
"[-53.674118 -44.582912 -41.77458  -38.8487   -37.52252  -36.49858
 -33.586323 -31.737978 -28.52799  -30.08026  -30.005589 -32.13362
 -36.20711  -39.271893 -39.781586 -38.69099  -39.239536 -39.111088
 -41.64595  -42.05053  -40.683865 -39.554146 -37.130527 -36.83279
 -36.925312 -41.475224 -41.343136 -41.934494 -42.216137 -42.84575
 -43.394768 -40.845604 -39.056793 -36.03572  -34.245453 -35.076336
 -37.77792  -38.500927 -38.084183 -38.919247 -39.892757 -41.25054
 -44.366226 -47.003872 -48.333775 -50.26047  -50.86053  -50.219017
 -50.651096 -52.285744 -54.027267 -55.302666 -56.25991  -56.006542
 -57.278927 -57.869003 -57.90729  -58.583725 -59.572617 -60.1219
 -59.97911  -59.73348  -59.80068  -58.964043 -58.86404  -58.3235
 -57.92534  -57.021572 -57.19295  -56.994297 -57.014034 -57.441196
 -57.34139  -57.542107 -59.098    -58.370037 -57.395145 -58.804417
 -59.845486 -60.981827 -64.14244  -64.89398  -65.53551  -65.461464
 -65.44651  -65.806496 -65.31633  -65.255585 -65.56571  -65.764435
 -65.87402  -66.461395 -66.78768  -67.04739  -67.59074  -67.75788
 -68.16755  -68.420425 -68.3764   -68.21098  -68.64429  -68.973625
 -69.10051  -68.92505  -69.99127  -71.110664 -71.23971  -71.01745
 -71.33546  -71.71286  -72.26845  -72.93097  -73.26639  -73.465126
 -73.56471  -74.0049   -74.869194 -75.4908   -77.0417   -77.574745
 -77.22794  -77.6815   -78.06915  -79.61749  -79.9943   -79.99449
 -79.99462  -79.99469 ]",104 - Cow
"[-72.9212   -68.40838  -62.017586 -56.900955 -52.920544 -50.43481
 -47.167465 -48.550888 -48.05211  -49.4067   -44.991528 -43.924355
 -45.396633 -46.011715 -44.419052 -43.194283 -45.4527   -44.383213
 -43.139675 -42.35346  -42.68704  -42.685696 -39.14987  -39.61137
 -40.111153 -43.09456  -42.030212 -43.070618 -44.288116 -45.39444
 -44.718002 -43.258713 -44.737465 -43.53619  -43.19274  -43.275055
 -44.250317 -46.396656 -45.928947 -46.9874   -46.97296  -45.2903
 -46.14843  -47.423843 -46.85232  -48.15863  -48.272987 -49.009525
 -49.16908  -48.153137 -48.230125 -48.050663 -50.557194 -53.159523
 -52.09184  -52.121815 -52.744247 -51.722263 -51.897568 -53.10851
 -53.149963 -53.641563 -53.505142 -53.395218 -53.53241  -53.73102
 -54.412403 -56.66964  -57.339245 -58.40142  -59.187183 -58.941315
 -58.95862  -59.578712 -60.915283 -61.641582 -61.433548 -61.61596
 -61.68386  -61.93019  -62.79956  -64.07094  -64.9848   -64.750854
 -66.96687  -67.83345  -67.42657  -68.844604 -69.65426  -69.78674
 -69.6578   -69.319885 -69.182556 -69.93522  -69.99004  -69.577095
 -68.513916 -68.333145 -69.36677  -69.85814  -70.63878  -70.53996
 -71.02547  -70.93235  -72.04459  -73.92448  -75.88054  -76.7176
 -76.64963  -75.60914  -75.8989   -76.23402  -76.94584  -78.608345
 -78.82308  -79.23656  -79.675186 -79.999695 -79.99351  -79.98367
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",104 - Cow
"[-23.005249  -27.764847  -30.947319  -27.654652  -20.11716   -14.3189335
 -16.056704  -27.752697  -28.105608  -27.146072  -24.754417  -23.823275
 -26.455105  -31.392357  -31.581984  -27.610405  -29.243986  -23.953508
 -22.51453   -24.758337  -28.23713   -29.927526  -28.222946  -26.49564
 -22.726946  -23.641354  -23.302996  -23.854881  -24.06959   -20.901737
 -17.747738  -17.87839   -23.073303  -25.086508  -25.082869  -24.175577
 -21.626072  -23.39412   -25.126099  -25.495419  -23.277195  -22.163832
 -25.445583  -26.793303  -26.593641  -26.879221  -29.788635  -28.629591
 -28.386059  -30.869755  -32.98942   -32.45085   -32.585056  -33.6293
 -34.727985  -34.135956  -34.580208  -36.04527   -36.905186  -38.586018
 -38.081264  -38.59954   -38.834084  -40.288986  -41.05305   -40.54135
 -41.662704  -42.309864  -42.76317   -44.200855  -45.246365  -45.076786
 -45.5503    -46.517757  -48.286133  -50.951523  -50.591137  -51.047806
 -51.47904   -52.734184  -53.59876   -54.183846  -53.916252  -55.110428
 -56.71867   -57.112278  -56.311966  -57.58638   -56.693035  -56.74954
 -58.4065    -59.738003  -60.78502   -60.43571   -60.159466  -60.349224
 -61.527523  -61.610847  -61.63746   -61.667915  -60.658592  -60.64066
 -61.46657   -61.784107  -61.562454  -62.741352  -63.473335  -63.685745
 -65.601654  -68.28385   -69.92599   -71.89901   -73.38227   -74.64575
 -75.6163    -76.014534  -76.28505   -76.57174   -78.15683   -79.33096
 -79.27007   -79.12321   -79.33116   -79.961174  -80.        -80.
 -80.        -80.       ]",104 - Cow
"[-72.87656  -72.611046 -73.37244  -74.209175 -74.3849   -74.54269
 -74.058235 -73.865776 -73.909615 -74.4665   -74.35015  -74.17533
 -73.79719  -72.68382  -71.56064  -70.99784  -71.41647  -71.887726
 -72.69206  -73.183174 -72.822716 -72.71608  -72.74832  -72.81465
 -72.81081  -73.59354  -73.11168  -73.20672  -73.309395 -73.233345
 -73.108284 -72.40611  -72.23067  -72.20749  -72.29074  -72.18184
 -72.19251  -72.52319  -72.07327  -72.036896 -72.13771  -72.738525
 -72.84144  -72.27503  -71.64004  -71.02635  -70.64387  -70.93505
 -72.256775 -72.44992  -72.81007  -72.98241  -72.52627  -71.76783
 -71.186844 -71.20765  -71.79905  -72.65859  -73.405426 -73.60291
 -73.25824  -73.18159  -73.99595  -74.24154  -74.60313  -74.09384
 -73.18596  -72.17369  -71.594574 -71.945885 -72.4039   -72.64017
 -72.41612  -72.208    -72.48124  -72.48712  -72.59603  -72.65727
 -72.331825 -72.38568  -72.1402   -71.832466 -72.83629  -73.438644
 -73.20695  -72.88977  -73.10087  -72.995735 -73.13875  -72.92294
 -72.68639  -73.35728  -73.61533  -74.127335 -74.29698  -74.280075
 -74.38167  -74.368195 -74.19735  -74.60411  -74.42177  -74.12901
 -73.899765 -74.154594 -74.612946 -75.026085 -75.02048  -75.01367
 -75.090904 -75.32671  -75.24591  -75.40966  -75.64791  -75.83925
 -76.35654  -76.620224 -76.60567  -76.82363  -76.991394 -77.24005
 -77.52875  -77.78633  -77.98105  -78.12973  -78.1874   -78.21376
 -78.23501  -78.30993 ]",103 - Pig
"[-34.285324 -35.75289  -39.093475 -40.897007 -42.57848  -44.2412
 -44.21255  -45.991707 -45.875355 -48.002403 -48.69809  -49.978634
 -50.576054 -50.108234 -50.376053 -50.12074  -51.50725  -49.763035
 -50.03986  -47.60031  -45.143105 -44.25819  -44.80831  -47.774117
 -47.830166 -49.511917 -48.654152 -48.15826  -47.411316 -47.15974
 -47.339066 -46.904564 -49.084244 -49.58398  -50.444244 -50.44105
 -50.077118 -50.43543  -52.04421  -52.5508   -53.022575 -54.033085
 -54.8446   -54.98732  -55.17869  -55.531445 -56.269894 -56.205418
 -55.032272 -53.193157 -53.33568  -53.105324 -53.08987  -55.060852
 -56.33661  -57.16959  -57.745434 -58.263367 -58.449272 -59.415222
 -60.175755 -62.06692  -63.222343 -63.905846 -64.28434  -65.32034
 -65.63996  -65.855934 -66.50995  -66.74919  -67.26349  -68.13109
 -68.77316  -68.98739  -69.044655 -69.044846 -69.38332  -69.55612
 -70.41187  -70.96965  -71.47134  -71.714005 -71.94638  -71.77253
 -71.60113  -71.88895  -72.73432  -72.777245 -73.14356  -73.856384
 -74.644936 -74.913925 -75.53659  -75.6744   -75.88849  -76.77545
 -77.33454  -78.064835 -78.84661  -79.18982  -79.25905  -79.19524
 -79.246735 -79.02447  -79.073685 -79.33868  -79.3801   -79.33485
 -79.387726 -79.460304 -79.516075 -79.524826 -79.5325   -79.62792
 -79.85406  -79.941185 -79.91658  -79.96095  -79.99978  -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",101 - Dog
"[-58.33127  -62.872612 -66.027725 -68.50383  -73.08474  -72.36719
 -72.21068  -75.82261  -73.95619  -73.28783  -74.75681  -73.22995
 -71.47771  -71.19856  -67.89982  -63.31987  -63.132744 -57.752895
 -52.483986 -49.95929  -51.66886  -54.60166  -56.61071  -62.698784
 -64.668045 -66.5424   -65.56338  -62.65581  -59.01644  -56.56123
 -53.973606 -51.42313  -53.657074 -55.73155  -56.64109  -55.436314
 -52.80426  -50.710392 -50.64875  -49.379707 -47.172474 -46.47223
 -47.02836  -49.05943  -52.761547 -57.32684  -58.198586 -55.465233
 -54.712578 -56.262108 -57.181564 -58.12426  -58.313007 -60.6677
 -65.87542  -68.174706 -68.66254  -67.97202  -65.182045 -62.58673
 -62.17997  -57.222527 -52.50741  -55.13238  -61.12544  -65.059425
 -67.09472  -68.18432  -68.259056 -67.99032  -67.913055 -69.056656
 -67.45503  -67.081    -66.00427  -66.14161  -69.22257  -69.167145
 -67.63459  -63.060116 -63.49662  -66.18512  -67.14828  -68.73069
 -68.23131  -69.16736  -70.75115  -72.54488  -72.41916  -70.23221
 -69.582436 -69.64131  -72.25623  -74.073395 -73.59747  -74.089424
 -73.27362  -72.525314 -75.31129  -75.83142  -77.12351  -77.708015
 -78.06671  -78.55911  -78.918976 -78.831535 -78.80467  -78.63559
 -78.788155 -79.07956  -79.061646 -79.2829   -79.52744  -79.662506
 -79.56485  -79.80238  -79.91831  -79.884254 -79.979935 -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
